Month,Rank,Ticker,Name,Sector,Revenue Growth,Revenue Growth Bucket,Score,Buy Price,1yr Return,2yr Max Return,2yr Final Return,Target 50 Hit,Target 100 Hit,Days to Target 100,Stop Before Target 100,Rule 50 Return,Rule 100 Return
2023-08,3,7235.T,東京ラヂエーター製造,輸送用機器,17.77343035724654,15-19.9%,135,581.0,0.2685025817555938,0.7641996557659209,0.6385542168674698,True,False,,False,0.5,0.6385542168674698
2023-08,4,7291.T,日本プラスト,輸送用機器,19.484648108757977,15-19.9%,115,462.0,-0.10606060606060606,0.34415584415584416,-0.170995670995671,False,False,,True,-0.25,-0.25
2023-09,1,5721.T,エス・サイエンス,非鉄金属,17.733511467687478,15-19.9%,165,24.0,-0.041666666666666664,16.583333333333332,7.041666666666667,True,True,564.0,False,0.5,1.0
2023-09,2,3571.T,ソトー,繊維製品,30.89249774178427,30%以上,145,783.0,-0.10727969348659004,0.070242656449553,0.006385696040868455,False,False,,False,0.006385696040868455,0.006385696040868455
2023-09,3,7235.T,東京ラヂエーター製造,輸送用機器,17.77343035724654,15-19.9%,135,561.0,0.3065953654188948,1.1818181818181819,1.1319073083778965,True,True,720.0,False,0.5,1.0
2023-09,4,7291.T,日本プラスト,輸送用機器,19.484648108757977,15-19.9%,115,473.0,-0.16701902748414377,0.3128964059196617,-0.1014799154334038,False,False,,True,-0.25,-0.25
2023-10,1,5721.T,エス・サイエンス,非鉄金属,17.733511467687478,15-19.9%,165,23.0,0.0,17.347826086956523,7.6521739130434785,True,True,534.0,False,0.5,1.0
2023-10,2,3571.T,ソトー,繊維製品,30.89249774178427,30%以上,145,758.0,-0.0870712401055409,0.10554089709762533,0.03430079155672823,False,False,,False,0.03430079155672823,0.03430079155672823
2023-10,3,7291.T,日本プラスト,輸送用機器,19.484648108757977,15-19.9%,115,491.0,-0.25661914460285135,0.26476578411405294,-0.13034623217922606,False,False,,True,-0.25,-0.25
2023-11,1,3571.T,ソトー,繊維製品,30.89249774178427,30%以上,205,706.0,-0.09915014164305949,0.18696883852691218,0.07790368271954674,False,False,,False,0.07790368271954674,0.07790368271954674
2023-11,2,5721.T,エス・サイエンス,非鉄金属,17.733511467687478,15-19.9%,165,22.0,0.0,18.181818181818183,5.545454545454546,True,True,503.0,False,0.5,1.0
2023-11,3,7235.T,東京ラヂエーター製造,輸送用機器,17.77343035724654,15-19.9%,135,591.0,0.19627749576988154,1.299492385786802,1.116751269035533,True,True,660.0,False,0.5,1.0
2023-11,4,7291.T,日本プラスト,輸送用機器,19.484648108757977,15-19.9%,115,451.0,-0.20620842572062084,0.376940133037694,-0.09312638580931264,False,False,,True,-0.25,-0.25
2023-12,1,3571.T,ソトー,繊維製品,30.89249774178427,30%以上,205,703.0,-0.03556187766714083,0.19203413940256045,0.11522048364153627,False,False,,False,0.11522048364153627,0.11522048364153627
2023-12,2,4978.T,リプロセル,化学,32.162950512134785,30%以上,165,202.0,-0.43564356435643564,0.3712871287128713,-0.19801980198019803,False,False,,True,-0.25,-0.25
2023-12,3,5721.T,エス・サイエンス,非鉄金属,17.733511467687478,15-19.9%,165,22.0,0.0,18.181818181818183,5.545454545454546,True,True,473.0,False,0.5,1.0
2024-01,1,3571.T,ソトー,繊維製品,30.89249774178427,30%以上,205,690.0,-0.030434782608695653,0.2144927536231884,0.15217391304347827,False,False,,False,0.15217391304347827,0.15217391304347827
2024-01,2,4978.T,リプロセル,化学,32.162950512134785,30%以上,165,175.0,-0.4057142857142857,0.5828571428571429,-0.2,True,False,,True,-0.25,-0.25
2024-01,3,5721.T,エス・サイエンス,非鉄金属,17.733511467687478,15-19.9%,165,21.0,0.0,19.095238095238095,11.333333333333334,True,True,442.0,False,0.5,1.0
2024-02,1,3571.T,ソトー,繊維製品,30.89249774178427,30%以上,205,689.0,-0.011611030478955007,0.216255442670537,0.16690856313497823,False,False,,False,0.16690856313497823,0.16690856313497823
2024-02,2,4978.T,リプロセル,化学,32.162950512134785,30%以上,165,168.0,-0.3392857142857143,0.6488095238095238,-0.05357142857142857,True,False,,True,-0.25,-0.25
2024-02,3,5721.T,エス・サイエンス,非鉄金属,17.733511467687478,15-19.9%,165,22.0,-0.045454545454545456,18.181818181818183,5.318181818181818,True,True,411.0,False,0.5,1.0
2024-03,1,3571.T,ソトー,繊維製品,30.89249774178427,30%以上,205,693.0,0.0,0.20923520923520925,0.16017316017316016,False,False,,False,0.16017316017316016,0.16017316017316016
2024-03,2,4978.T,リプロセル,化学,32.162950512134785,30%以上,165,170.0,0.011764705882352941,0.6294117647058823,0.10588235294117647,True,False,,True,-0.25,-0.25
2024-03,3,5721.T,エス・サイエンス,非鉄金属,17.733511467687478,15-19.9%,145,23.0,0.08695652173913043,17.347826086956523,4.565217391304348,True,True,382.0,False,0.5,1.0
2024-04,1,4978.T,リプロセル,化学,32.162950512134785,30%以上,165,159.0,-0.0880503144654088,0.7421383647798742,0.13836477987421383,True,False,,True,-0.25,-0.25
2024-04,2,3571.T,ソトー,繊維製品,30.89249774178427,30%以上,145,710.0,-0.04084507042253521,0.18028169014084508,0.018309859154929577,False,False,,False,0.018309859154929577,0.018309859154929577
2024-05,1,3571.T,ソトー,繊維製品,30.89249774178427,30%以上,205,693.0,-0.044733044733044736,0.20923520923520925,0.01443001443001443,False,False,,False,0.01443001443001443,0.01443001443001443
2024-05,2,4978.T,リプロセル,化学,32.162950512134785,30%以上,165,142.0,0.035211267605633804,0.9507042253521126,0.21830985915492956,True,False,,True,-0.25,-0.25
2024-05,3,5852.T,アーレスティ,非鉄金属,21.171322208179653,20-29.9%,135,626.0,0.039936102236421724,0.5463258785942492,0.3003194888178914,True,False,,False,0.5,0.3003194888178914
2024-05,4,5721.T,エス・サイエンス,非鉄金属,17.733511467687478,15-19.9%,125,22.0,2.090909090909091,18.181818181818183,3.3181818181818183,True,True,321.0,False,0.5,1.0
2024-05,5,7291.T,日本プラスト,輸送用機器,19.484648108757977,15-19.9%,115,502.0,-0.3705179282868526,0.01195219123505976,-0.17330677290836655,False,False,,True,-0.25,-0.25
2024-06,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,160,559.0,-0.35778175313059035,0.016100178890876567,-0.18962432915921287,False,False,,True,-0.25,-0.25
2024-06,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,135,205.0,-0.5317073170731708,1.5853658536585367,0.7951219512195122,True,True,628.0,True,-0.25,-0.25
2024-06,3,3409.T,北紡,繊維製品,10.2291775578003,10-14.9%,115,96.0,0.8854166666666666,2.0520833333333335,0.020833333333333332,True,True,305.0,True,-0.25,-0.25
2024-07,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,180,553.0,-0.3616636528028933,0.027124773960216998,-0.24050632911392406,False,False,,True,-0.25,-0.25
2024-07,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,135,204.0,-0.5343137254901961,1.5980392156862746,1.4019607843137254,True,True,598.0,True,-0.25,-0.25
2024-07,3,3409.T,北紡,繊維製品,10.2291775578003,10-14.9%,115,101.0,1.3366336633663367,1.900990099009901,-0.0891089108910891,True,True,275.0,True,-0.25,-0.25
2024-08,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,220,521.0,-0.2476007677543186,-0.003838771593090211,-0.19385796545105566,False,False,,True,-0.25,-0.25
2024-08,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,135,191.0,-0.4293193717277487,1.774869109947644,1.5654450261780104,True,True,567.0,True,-0.25,-0.25
2024-08,3,7266.T,今仙電機製作所,輸送用機器,0.0,0-9.9%,125,595.0,0.24369747899159663,0.8151260504201681,0.5176470588235295,True,False,,False,0.5,0.5176470588235295
2024-08,4,3409.T,北紡,繊維製品,10.2291775578003,10-14.9%,115,89.0,1.6404494382022472,2.292134831460674,0.033707865168539325,True,True,243.0,True,-0.25,-0.25
2024-09,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,220,472.0,-0.1843220338983051,0.08050847457627118,-0.11016949152542373,False,False,,True,-0.25,-0.25
2024-09,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,155,167.0,-0.3592814371257485,2.1736526946107784,1.9341317365269461,True,True,535.0,True,-0.25,-0.25
2024-09,3,3409.T,北紡,繊維製品,10.2291775578003,10-14.9%,115,89.0,1.4157303370786516,2.292134831460674,0.033707865168539325,True,True,212.0,False,0.5,1.0
2024-10,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,220,467.0,-0.22483940042826553,0.09207708779443255,-0.1006423982869379,False,False,,True,-0.25,-0.25
2024-10,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,155,164.0,-0.4878048780487805,2.231707317073171,1.9878048780487805,True,True,505.0,True,-0.25,-0.25
2024-10,3,7266.T,今仙電機製作所,輸送用機器,0.0,0-9.9%,125,555.0,0.3153153153153153,0.9459459459459459,0.6270270270270271,True,False,,False,0.5,0.6270270270270271
2024-10,4,3409.T,北紡,繊維製品,10.2291775578003,10-14.9%,115,83.0,1.0240963855421688,2.5301204819277108,0.10843373493975904,True,True,182.0,False,0.5,1.0
2024-11,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,220,434.0,-0.15207373271889402,0.17511520737327188,-0.03225806451612903,False,False,,True,-0.25,-0.25
2024-11,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,175,154.0,-0.12337662337662338,2.4415584415584415,2.1818181818181817,True,True,474.0,True,-0.25,-0.25
2024-11,3,7266.T,今仙電機製作所,輸送用機器,0.0,0-9.9%,145,523.0,0.4894837476099426,1.0650095602294456,0.7265774378585086,True,True,480.0,False,0.5,1.0
2024-11,4,3409.T,北紡,繊維製品,10.2291775578003,10-14.9%,135,79.0,0.8987341772151899,2.7088607594936707,0.16455696202531644,True,True,146.0,False,0.5,1.0
2024-12,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,220,430.0,-0.16046511627906976,0.18604651162790697,-0.023255813953488372,False,False,,True,-0.25,-0.25
2024-12,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,195,120.0,-0.025,3.4166666666666665,3.0833333333333335,True,True,443.0,True,-0.25,-0.25
2024-12,3,7266.T,今仙電機製作所,輸送用機器,0.0,0-9.9%,145,504.0,0.623015873015873,1.1428571428571428,0.7916666666666666,True,True,443.0,False,0.5,1.0
2024-12,4,3409.T,北紡,繊維製品,10.2291775578003,10-14.9%,115,82.0,0.6097560975609756,2.573170731707317,0.12195121951219512,True,True,116.0,False,0.5,1.0
2025-01,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,220,433.0,-0.17090069284064666,0.17782909930715934,-0.03002309468822171,False,False,,True,-0.25,-0.25
2025-01,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,195,123.0,0.07317073170731707,3.3089430894308944,2.983739837398374,True,True,412.0,True,-0.25,-0.25
2025-02,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,220,411.0,-0.06569343065693431,0.24087591240875914,0.021897810218978103,False,False,,False,0.021897810218978103,0.021897810218978103
2025-02,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,195,109.0,0.44954128440366975,3.8623853211009176,3.4954128440366974,True,True,381.0,True,-0.25,-0.25
2025-02,3,5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス,ガラス・土石製品,12.794162838211044,10-14.9%,130,437.0,-0.528604118993135,0.057208237986270026,-0.5720823798627003,False,False,,True,-0.25,-0.25
2025-02,4,7266.T,今仙電機製作所,輸送用機器,0.0,0-9.9%,125,542.0,0.6383763837638377,0.992619926199262,0.6660516605166051,True,False,,False,0.5,0.6660516605166051
2025-02,5,3409.T,北紡,繊維製品,10.2291775578003,10-14.9%,115,100.0,0.45,1.93,-0.08,True,True,60.0,False,0.5,1.0
2025-03,1,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,195,111.0,1.8288288288288288,3.774774774774775,3.4144144144144146,True,True,353.0,True,-0.25,-0.25
2025-03,2,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,180,453.0,-0.11037527593818984,0.01545253863134658,-0.0728476821192053,False,False,,True,-0.25,-0.25
2025-03,3,5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス,ガラス・土石製品,12.794162838211044,10-14.9%,130,443.0,-0.5259593679458239,0.04288939051918736,-0.5778781038374717,False,False,,True,-0.25,-0.25
2025-04,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,200,430.0,-0.1558139534883721,0.06976744186046512,-0.023255813953488372,False,False,,True,-0.25,-0.25
2025-04,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,195,102.0,1.5784313725490196,4.196078431372549,3.803921568627451,True,True,321.0,True,-0.25,-0.25
2025-04,3,5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス,ガラス・土石製品,12.794162838211044,10-14.9%,130,416.0,-0.5889423076923077,0.11057692307692307,-0.5504807692307693,False,False,,True,-0.25,-0.25
2025-05,1,7215.T,ファルテック,輸送用機器,10.504439826185529,10-14.9%,200,366.0,0.03278688524590164,0.2568306010928962,0.14754098360655737,False,False,,False,0.14754098360655737,0.14754098360655737
2025-05,2,7256.T,河西工業,輸送用機器,22.115253077975378,20-29.9%,195,87.0,2.9655172413793105,5.091954022988506,4.632183908045977,True,True,291.0,False,0.5,1.0
2025-05,3,5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス,ガラス・土石製品,12.794162838211044,10-14.9%,150,384.0,-0.07552083333333333,0.203125,-0.5130208333333334,False,False,,True,-0.25,-0.25
